"QC Type";"AST";"Id";"qc_date";"name_media";"batch_no";"sterility_test_conclusion";"reported_by_pc";"ast";"conclusion_pc";"conclusion_gp";"qc_result";"comments";"qc_validated_set";"User ID"
"IQC";"no";"720";"2020-06-11";"MacConkey Agar";"MAC090620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"722";"2020-06-15";"Blood Agar";"BAP110620-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"ty.sovannara"
"IQC";"yes";"724";"2020-06-15";"Mueller Hinton II Agar ";"MHII110620-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"726";"2020-06-15";"Hektoen Enteric Agar";"HE100620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"ty.sovannara"
"IQC";"yes";"728";"2020-06-15";"Mueller Hinton II Agar ";"MHII150620-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"ty.sovannara"
"IQC";"no";"730";"2020-06-15";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS150620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"ty.sovannara"
"IQC";"no";"732";"2020-06-23";"Blood Culture Bottle (adult)";"BHI A120620-01";"pass";"0";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"734";"2020-06-23";"Hektoen Enteric Agar";"HE160620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"736";"2020-06-23";"Kligler Iron Agar";"KIA160620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"738";"2020-06-23";"Mannitol Salt Agar";"MSA160620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"740";"2020-06-23";"Blood Culture Bottle (child)";"BHI P170620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"742";"2020-06-23";"Blood Culture Bottle (adult)";"BHI A190620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"744";"2020-06-23";"Mueller Hinton II Agar ";"MHII220620-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"746";"2020-06-23";"Lysine Iron Agar";"LIA220620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"748";"2020-06-23";"Hektoen Enteric Agar";"HE230620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"750";"2020-06-23";"Blood Agar";"BAP230620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"752";"2020-06-26";"MacConkey Agar";"MAC240620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"754";"2020-06-26";"Blood Agar";"BAP240620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"756";"2020-06-26";"Urea Agar";"URE240620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"758";"2020-06-26";"MacConkey Agar";"MAC250620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"760";"2020-06-26";"Mueller Hinton II Agar ";"MHII250620-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"762";"2020-07-01";"Kligler Iron Agar";"KIA290620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"764";"2020-07-01";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS290620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"766";"2020-07-01";"Trypticase Soy Broth + 20% glycerol";"TSBG300620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"768";"2020-07-01";"MacConkey Agar";"MAC300620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"770";"2020-07-01";"Blood Culture Bottle (adult)";"BHI A260620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"772";"2020-06-29";"Trypticase Soy Agar ";"TSA290620-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"774";"2020-07-03";"Sheep Blood Mueller-Hinton Agar";"SMH020720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"776";"2020-07-03";"Blood Agar";"BAP020720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"778";"2020-07-03";"Chocolate Agar";"CHOC020720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"780";"2020-07-03";"Ashdown's Agar";"ASHA010720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"782";"2020-07-03";"Mueller Hinton II Agar ";"MHII010720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"784";"2020-07-03";"Chocolate Agar";"CHOC010720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"786";"2020-07-08";"Mueller Hinton II Agar ";"MHII060720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"788";"2020-07-08";"Mannitol Salt Agar";"MSA060720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"790";"2020-07-08";"Blood Culture Bottle (adult)";"BHI A030720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"792";"2020-07-09";"Chocolate Agar";"CHOC070720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"794";"2020-07-09";"Blood Agar";"BAP070720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"796";"2020-07-09";"Blood Agar";"BAP070720-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"798";"2020-07-10";"Sulfide Indole Motility Medium";"SIM080720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"800";"2020-07-10";"Lysine Iron Agar";"LIA080720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"802";"2020-07-13";"Blood Culture Bottle (adult)";"BHI A100720-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"804";"2020-07-13";"Blood Culture Bottle (adult)";"BHI A100720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"806";"2020-07-13";"Chocolate Agar";"CHOC090720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"808";"2020-07-13";"Mannitol Salt Agar";"MSA090720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"810";"2020-07-16";"Mannitol Salt Agar";"MSA130720-01";"pass";"1";"1";"pass";"pass";"0";"Experiment / validation for OXOID MSA agar base as alternative like for like product";"1";"vivian"
"IQC";"no";"812";"2020-07-16";"Mannitol Salt Agar";"MSA130720-02";"pass";"1";"1";"pass";"pass";"0";"Experiment / validation for OXOID MSA agar base as alternative like for like product";"1";"vivian"
"IQC";"no";"814";"2020-07-16";"MacConkey Agar";"MAC130720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"816";"2020-07-16";"Chocolate Agar";"CHOC140720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"818";"2020-07-16";"Blood Agar";"BAP140720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"820";"2020-07-16";"Mueller Hinton II Agar ";"MHII140720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"822";"2020-07-15";"Sheep Blood Mueller-Hinton Agar";"SMH150720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"824";"2020-07-15";"Blood Agar";"BAP150720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"826";"2020-07-15";"Chocolate Agar";"CHOC150720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"828";"2020-07-22";"Lysine Iron Agar";"LIA160720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"830";"2020-07-22";"Mueller Hinton II Agar ";"MHII160720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"832";"2020-07-22";"Blood Culture Bottle (child)";"BHI P160720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"834";"2020-07-22";"Blood Culture Bottle (child)";"BHI P170720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"836";"2020-07-22";"Hektoen Enteric Agar";"HE200720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"838";"2020-07-22";"MacConkey Agar";"MAC200720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"840";"2020-07-22";"Blood Agar";"BAP210720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"842";"2020-07-22";"Blood Agar";"BAP210720-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"844";"2020-07-22";"Chocolate Agar";"CHOC210720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"846";"2020-07-22";"Chocolate Agar";"CHOC220720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"848";"2020-07-22";"MacConkey Agar";"MAC220720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"850";"2020-07-22";"Blood Agar";"BAP220720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"852";"2020-06-23";"Blood Agar";"BAP230620-02";"failed";"1";"1";"pass";"";"1";"Batch failed sterility Testing ";"1";"vivian"
"IQC";"yes";"854";"2020-07-29";"Mueller Hinton II Agar ";"MHII230720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"856";"2020-07-29";"Mannitol Salt Agar";"MSA230720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"858";"2020-07-29";"Urea Agar";"URE230720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"860";"2020-07-29";"Mueller Hinton II Agar ";"MHII270720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"862";"2020-07-29";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS270720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"864";"2020-07-29";"Kligler Iron Agar";"KIA280720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"866";"2020-07-29";"Blood Agar";"BAP280720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"868";"2020-07-29";"Blood Agar";"BAP280720-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"870";"2020-07-29";"Blood Culture Bottle (adult)";"BHI A240720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"872";"2020-08-03";"Lysine Iron Agar";"LIA290720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"874";"2020-07-31";"Mueller Hinton II Agar ";"MHII290720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"876";"2020-07-31";"Chocolate Agar";"CHOC290720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"878";"2020-08-03";"Sheep Blood Mueller-Hinton Agar";"SMH300720-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"880";"2020-08-03";"Sulfide Indole Motility Medium";"SIM300720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"882";"2020-08-03";"Chocolate Agar";"CHOC300720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"884";"2020-08-03";"Simmons Citrate Agar ";"CIT300720-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"886";"2020-08-04";"Ashdown's Agar";"ASHA030820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"888";"2020-08-04";"Mannitol Salt Agar";"MSA030820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"890";"2020-08-04";"Trypticase Soy Broth + 20% glycerol";"TSBG030820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"892";"2020-08-04";"Blood Culture Bottle (adult)";"BHI A310720-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"894";"2020-08-05";"Simmons Citrate Agar ";"CIT300720-01";"pass";"1";"1";"pass";"pass";"1";"Wrong writing";"0";""
"IQC";"no";"896";"2020-08-05";"Cystine Lactose Electrolyte Deficient Agar";"CLED040820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"898";"2020-08-05";"Blood Agar";"BAP040820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"900";"2020-08-05";"Blood Agar";"BAP040820-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"902";"2020-08-10";"Hektoen Enteric Agar";"HE060820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"904";"2020-08-07";"MacConkey Agar";"MAC050820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"906";"2020-08-07";"Chocolate Agar";"CHOC050820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"908";"2020-08-07";"Hektoen Enteric Agar";"HE050820-01";"pass";"1";"1";"failed";"pass";"1";"";"1";"makteyka"
"IQC";"no";"910";"2020-08-12";"Lysine Iron Agar";"LIA060820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"912";"2020-08-12";"Mueller Hinton II Agar ";"MHII060820-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"914";"2020-08-12";"Blood Agar";"BAP060820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"916";"2020-08-12";"Mueller Hinton II Agar ";"MHII100820-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"918";"2020-08-12";"MacConkey Agar";"MAC100820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"920";"2020-08-13";"Blood Culture Bottle (adult)";"BHI A070820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"922";"2020-08-13";"Blood Culture Bottle (adult)";"BHI A070820-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"924";"2020-08-13";"Blood Agar";"BAP110820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"926";"2020-08-13";"Blood Agar";"BAP110820-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"928";"2020-08-13";"Kligler Iron Agar";"KIA110820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"930";"2020-08-14";"MacConkey Agar";"MAC120820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"932";"2020-08-14";"Mannitol Salt Agar";"MSA120820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"934";"2020-08-14";"Hektoen Enteric Agar";"HE120820-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"936";"2020-08-14";"Sheep Blood Mueller-Hinton Agar";"SMH130820-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"938";"2020-08-14";"Mueller Hinton II Agar ";"MHII130820-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"940";"2020-08-24";"Blood Culture Bottle (adult)";"BHI A140820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"942";"2020-08-24";"Blood Culture Bottle (adult)";"BHI A140820-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"944";"2020-08-24";"MacConkey Agar";"MAC240820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"946";"2020-08-24";"Mueller Hinton II Agar ";"MHII240820-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"948";"2020-08-26";"Mannitol Salt Agar";"MSA250820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"950";"2020-08-27";"Chocolate Agar";"CHOC250820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"bun.sopheak"
"IQC";"no";"952";"2020-08-28";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS260820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"954";"2020-08-28";"Hektoen Enteric Agar";"HE260820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"956";"2020-08-28";"Lysine Iron Agar";"LIA250820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"958";"2020-09-02";"Cystine Lactose Electrolyte Deficient Agar";"CLED010920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"960";"2020-09-02";"MacConkey Agar";"MAC010920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"962";"2020-09-02";"Urea Agar";"URE270820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"964";"2020-09-02";"Ashdown's Agar";"ASHA270820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"966";"2020-09-02";"Simmons Citrate Agar ";"CIT270820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"968";"2020-09-03";"Blood Agar";"BAP310820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"970";"2020-09-01";"Blood Agar";"BAP010920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"972";"2020-09-01";"Blood Culture Bottle (child)";"BHI P280820-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"974";"2020-09-04";"Chocolate Agar";"CHOC020920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"976";"2020-09-04";"Mueller Hinton II Agar ";"MHII020920-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"978";"2020-09-07";"Chocolate Agar";"CHOC030920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"980";"2020-09-07";"Hektoen Enteric Agar";"HE030920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"982";"2020-09-07";"MacConkey Agar";"MAC030920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"984";"2020-09-09";"Kligler Iron Agar";"KIA070920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"986";"2020-09-10";"Blood Agar";"BAP080920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"988";"2020-09-07";"Blood Culture Bottle (adult)";"BHI A040920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"990";"2020-09-09";"Blood Culture Bottle (adult)";"BHI A080920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"992";"2020-09-09";"Mueller Hinton II Agar ";"MHII090920-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"994";"2020-09-09";"Chocolate Agar";"CHOC090920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"996";"2020-09-09";"Sulfide Indole Motility Medium";"SIM090920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"998";"2020-09-15";"MacConkey Agar";"MAC100920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1000";"2020-09-15";"Chocolate Agar";"CHOC100920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1002";"2020-09-24";"Blood Agar";"BAP140920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1004";"2020-09-24";"Blood Culture Bottle (adult)";"BHI A110920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1006";"2020-09-24";"Blood Culture Bottle (adult)";"BHI A110920-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1008";"2020-09-24";"Blood Culture Bottle (adult)";"BHI A140920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1010";"2020-09-24";"Blood Culture Bottle (adult)";"BHI A150920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1012";"2020-09-24";"Blood Culture Bottle (adult)";"BHI A150920-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1014";"2020-09-24";"Urea Agar";"URE210920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1016";"2020-09-24";"Mueller Hinton II Agar ";"MHII210920-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1018";"2020-09-24";"Lysine Iron Agar";"LIA210920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1020";"2020-09-24";"Chocolate Agar";"CHOC220920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1022";"2020-09-24";"Blood Agar";"BAP220920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1024";"2020-09-25";"Mannitol Salt Agar";"MSA230920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1026";"2020-09-25";"Blood Agar";"BAP230920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1028";"2020-09-30";"Sheep Blood Mueller-Hinton Agar";"SMH250920-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1030";"2020-09-30";"Cystine Lactose Electrolyte Deficient Agar";"CLED280920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1032";"2020-09-30";"Mueller Hinton II Agar ";"MHII280920-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1034";"2020-09-30";"Kligler Iron Agar";"KIA280920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1036";"2020-09-30";"Kligler Iron Agar";"KIA280920-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1038";"2020-09-30";"Blood Agar";"BAP240920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1040";"2020-09-24";"Blood Culture Bottle (child)";"BHI P230920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1042";"2020-10-01";"Chocolate Agar";"CHOC290920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1044";"2020-10-01";"Kligler Iron Agar";"KIA290920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1046";"2020-10-01";"Ashdown's Agar";"ASHA290920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1048";"2020-10-01";"Mueller Hinton II Agar ";"MHII290920-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1050";"2020-10-01";"Blood Culture Bottle (adult)";"BHI A250920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1052";"2020-10-01";"Blood Culture Bottle (child)";"BHI P250920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1054";"2020-10-02";"Chocolate Agar";"CHOC300920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1056";"2020-10-02";"Blood Agar";"BAP300920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1058";"2020-10-02";"Kligler Iron Agar";"KIA300920-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1060";"2020-10-02";"Kligler Iron Agar";"KIA300920-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1062";"2020-10-07";"Mueller Hinton II Agar ";"MHII051020-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1064";"2020-10-07";"Hektoen Enteric Agar";"HE051020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1066";"2020-10-07";"Urea Agar";"URE051020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1068";"2020-10-07";"MacConkey Agar";"MAC011020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1070";"2020-10-07";"Blood Agar";"BAP011020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1072";"2020-10-07";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS011020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1074";"2020-10-09";"Mueller Hinton II Agar ";"MHII071020-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1076";"2020-10-09";"Mannitol Salt Agar";"MSA071020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1078";"2020-10-09";"Blood Agar";"BAP061020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1080";"2020-10-08";"Simmons Citrate Agar ";"CIT061020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1082";"2020-10-08";"Chocolate Agar";"CHOC061020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1084";"2020-10-08";"MacConkey Agar";"MAC061020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1086";"2020-10-09";"Sulfide Indole Motility Medium";"SIM071020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1088";"2020-10-08";"Blood Culture Bottle (adult)";"BHI A021020-01";"pass";"1";"1";"pass";"pass";"0";"";"";""
